0.997449 0.288134 0
0.997449 0.288134 0
0.997543 0.288746 0
0.994224 0.766347 0
0.98446 0.963284 0
0.984121 0.961309 0
0.985053 0.960439 0
0.977591 0.964712 0
0.947028 0.945409 0
0.949588 0.925572 0
0.908448 0.926413 0
0.869342 0.924314 0
0.873404 0.926666 0
0.866599 0.926759 0
0.8673 0.935538 0
0.890188 0.945995 0
0.909707 0.94734 0
0.895473 0.915356 0
0.88394 0.905246 0
0.89561 0.91389 0
0.912927 0.920092 0
0.895246 0.926476 0
0.877406 0.930112 0
0.885593 0.928703 0
0.890251 0.913694 0
0.890393 0.907281 0
0.895382 0.926896 0
0.899578 0.939723 0
0.843471 0.922141 0
0.782662 0.910128 0
0.76651 0.915548 0
0.755589 0.921282 0
0.739698 0.927218 0
0.763184 0.929434 0
0.831856 0.93205 0
0.844992 0.93355 0
0.81948 0.934264 0
0.715779 0.934557 0
0.669768 0.919274 0
0.679369 0.90566 0
0.671643 0.88377 0
0.651101 0.875856 0
0.641665 0.883658 0
0.543167 0.894901 0
0.487911 0.896873 0
0.320845 0.878617 0
0.22091 0.864898 0
0.195354 0.851261 0
0.192539 0.843074 0
0.198715 0.869324 0
0.197997 0.846743 0
0.19835 0.815039 0
0.196156 0.828194 0
0.196917 0.689089 0
0.22246 0.704348 0
0.293221 0.763269 0
0.322396 0.944298 0
0.2252 0.928177 0
0.186512 0.942175 0
0.206563 0.953196 0.208179
0.226539 0.868263 0.205285
0.240359 0.738121 0.177256
0.252871 0.869912 0.250274
0.261432 0.56961 0.29175
0.279417 0.552481 0.272207
0.342048 0.652205 0.258196
0.370479 0.660974 0.227016
0.396028 0.694699 0.189175
0.425435 0.754509 0.173195
0.427515 0.751463 0.151514
0.431275 0.735763 0.138407
0.590138 0.732273 0.163248
0.95681 0.765216 0.19331
0.993754 0.763275 0.172426
0.999228 0.753787 0.168595
0.999998 0.754518 0.157542
0.99945 0.766579 0.174708
0.999409 0.776114 0.192573
0.99655 0.825831 0.195779
0.977056 0.89542 0.231464
0.97019 0.898112 0.121219
0.950291 0.879151 0.122067
0.951048 0.869752 0.10772
0.961954 0.870886 0.227333
0.953095 0.902921 0.252538
0.92654 0.896487 0.2276
0.932978 0.893247 0.185051
0.930189 0.894876 0.204133
0.924038 0.834735 0.147907
0.920719 0.70339 0.217918
0.895285 0.695262 0.293114
0.881755 0.700356 0.354219
0.897423 0.703287 0.37038
0.891835 0.712321 0.37276
0.889956 0.72427 0.365702
0.906725 0.894542 0.373971
0.918305 0.868775 0.389064
0.925224 0.883806 0.392733
0.971176 0.908691 0.276799
0.992637 0.72802 0.257706
0.990941 0.645802 0.218656
0.99116 0.888521 0.196491
0.994251 0.894365 0.223186
0.996331 0.893149 0.239355
0.998138 0.897713 0.293847
0.998992 0.859922 0.17393
0.998761 0.83306 0.143875
0.998333 0.823705 0.104046
0.999996 0.833578 0.136689
0.999984 0.842553 0.155803
0.999995 0.83702 0.106943
1 0.839612 0.09512
0.998961 0.840698 0.091427
0.996911 0.864572 0.087799
0.99663 0.878824 0.083387
0.996374 0.879291 0.084931
0.997065 0.894477 0.094308
0.996734 0.917295 0.102658
0.994701 0.909099 0.110994
0.991881 0.903224 0.099307
0.996935 0.896801 0.086364
0.999414 0.906745 0.099022
0.999707 0.922092 0.10324
0.998401 0.925915 0.11185
0.997822 0.919737 0.119985
0.978222 0.911386 0.157284
0.983663 0.909935 0.163675
0.987555 0.91423 0.146445
0.978655 0.912818 0.203582
0.974902 0.92296 0.16474
0.980838 0.926488 0.148871
0.979703 0.9167 0.148529
0.974629 0.912326 0.141001
0.973946 0.919679 0.167982
0.97402 0.927234 0.175349
0.972786 0.920731 0.142161
0.978042 0.920402 0.192556
0.987329 0.928925 0.177901
0.983046 0.916978 0.166556
0.967616 0.882469 0.18275
0.978585 0.872245 0.190569
0.994546 0.879629 0.21126
0.995883 0.87557 0.182422
0.99398 0.870103 0.165019
0.996659 0.870609 0.162558
0.99956 0.877794 0.174329
0.99997 0.882739 0.201046
0.992426 0.84816 0.221841
0.984667 0.867914 0.20009
0.994359 0.893665 0.209751
0.99592 0.898236 0.245334
0.995285 0.891419 0.257808
0.999246 0.8128 0.261053
0.998941 0.856093 0.287476
0.988153 0.902669 0.300657
0.99127 0.882124 0.246862
0.996524 0.885825 0.241615
0.985925 0.883553 0.20413
0.976209 0.874338 0.142707
0.975249 0.887204 0.16159
0.973207 0.891254 0.224671
0.980945 0.841758 0.257837
0.984929 0.820318 0.252358
0.988262 0.839689 0.238452
0.993471 0.840815 0.239223
0.993296 0.844504 0.270678
0.997342 0.828971 0.269743
0.999126 0.843799 0.276753
0.99235 0.861978 0.33881
0.991078 0.832254 0.328633
0.997029 0.820646 0.314604
0.997015 0.829678 0.311529
0.992693 0.854835 0.312497
0.9943 0.849735 0.310811
0.999268 0.844397 0.326158
